unit,chesbro,kelley,murkowski,tshibaka,ranking,treat,age,gender,race,partisanship,education,vote_likelihood,display_order
1,4,2,1,3,4213,0,61,Female,White,Republican,Some college but no degree,Very likely,Lisa Murkowski (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Kelly C. Tshibaka (Registered Republican)|Buzz A. Kelley (Registered Republican)
2,4,2,3,1,4231,0,27,Male,White,Independent,Some college but no degree,Likely,Patricia R. Chesbro (Registered Democrat)|Lisa Murkowski (Registered Republican)|Buzz A. Kelley (Registered Republican)|Kelly C. Tshibaka (Registered Republican)
3,2,4,3,1,2431,0,35,Male,Black or African American,Democrat,Master's degree,Very likely,Kelly C. Tshibaka (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Lisa Murkowski (Registered Republican)|Buzz A. Kelley (Registered Republican)
4,4,2,3,1,4231,0,55,Female,White,Republican,Some college but no degree,Very likely,Kelly C. Tshibaka (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Buzz A. Kelley (Registered Republican)|Lisa Murkowski (Registered Republican)
5,1,3,2,4,1324,0,45,Female,White,Independent,Bachelor's degree,Very likely,Lisa Murkowski (Registered Republican)|Buzz A. Kelley (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Kelly C. Tshibaka (Registered Republican)
6,4,2,3,1,4231,0,69,Male,White,Independent,Bachelor's degree,Very likely,Buzz A. Kelley (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Lisa Murkowski (Registered Republican)|Kelly C. Tshibaka (Registered Republican)
7,3,2,1,4,3214,0,68,Female,White,Republican,High school diploma or equivalent,I already voted using Vote-by-Mail,Patricia R. Chesbro (Registered Democrat)|Buzz A. Kelley (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Lisa Murkowski (Registered Republican)
8,3,1,4,2,3142,0,25,Female,White,Independent,Some college but no degree,Very likely,Kelly C. Tshibaka (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Buzz A. Kelley (Registered Republican)|Lisa Murkowski (Registered Republican)
9,1,3,2,4,1324,0,29,Female,White,Independent,Bachelor's degree,Likely,Buzz A. Kelley (Registered Republican)|Lisa Murkowski (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Patricia R. Chesbro (Registered Democrat)
10,4,2,3,1,4231,0,36,Female,White,Republican,High school diploma or equivalent,Likely,Patricia R. Chesbro (Registered Democrat)|Buzz A. Kelley (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Lisa Murkowski (Registered Republican)
11,4,2,3,1,4231,0,27,Female,American Indian and Alaska Native,Independent,High school diploma or equivalent,Likely,Kelly C. Tshibaka (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Lisa Murkowski (Registered Republican)|Buzz A. Kelley (Registered Republican)
12,2,3,1,4,2314,0,32,Female,White,Democrat,Associate degree,Very likely,Buzz A. Kelley (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Lisa Murkowski (Registered Republican)
13,3,2,4,1,3241,0,33,Female,White,Other Party,Some college but no degree,Likely,Lisa Murkowski (Registered Republican)|Buzz A. Kelley (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Patricia R. Chesbro (Registered Democrat)
14,1,2,4,3,1243,0,36,Female,White,Democrat,High school diploma or equivalent,Likely,Lisa Murkowski (Registered Republican)|Buzz A. Kelley (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Patricia R. Chesbro (Registered Democrat)
15,3,2,4,1,3241,0,49,Male,White,Republican,Bachelor's degree,Very likely,Kelly C. Tshibaka (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Buzz A. Kelley (Registered Republican)|Lisa Murkowski (Registered Republican)
16,4,2,3,1,4231,0,57,Female,White,Independent,Bachelor's degree,Very likely,Patricia R. Chesbro (Registered Democrat)|Lisa Murkowski (Registered Republican)|Buzz A. Kelley (Registered Republican)|Kelly C. Tshibaka (Registered Republican)
17,2,1,3,4,2134,0,24,Other,White,Independent,High school diploma or equivalent,Unlikely,Patricia R. Chesbro (Registered Democrat)|Lisa Murkowski (Registered Republican)|Buzz A. Kelley (Registered Republican)|Kelly C. Tshibaka (Registered Republican)
18,1,3,4,2,1342,0,30,Male,Black or African American,Democrat,High school diploma or equivalent,Very likely,Patricia R. Chesbro (Registered Democrat)|Buzz A. Kelley (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Lisa Murkowski (Registered Republican)
19,3,2,4,1,3241,0,54,Male,White,Republican,Associate degree,Very likely,Buzz A. Kelley (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Lisa Murkowski (Registered Republican)
20,4,2,3,1,4231,0,51,Female,White,Republican,Master's degree,Very likely,Buzz A. Kelley (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Lisa Murkowski (Registered Republican)
21,3,2,4,1,3241,0,70,Male,White,Independent,Associate degree,Very unlikely,Lisa Murkowski (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Kelly C. Tshibaka (Registered Republican)|Buzz A. Kelley (Registered Republican)
22,2,1,3,4,2134,0,29,Male,American Indian and Alaska Native,Independent,High school diploma or equivalent,Unlikely,Kelly C. Tshibaka (Registered Republican)|Buzz A. Kelley (Registered Republican)|Lisa Murkowski (Registered Republican)|Patricia R. Chesbro (Registered Democrat)
23,4,1,3,2,4132,0,18,Male,White,Independent,Bachelor's degree,Likely,Kelly C. Tshibaka (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Lisa Murkowski (Registered Republican)|Buzz A. Kelley (Registered Republican)
24,2,4,1,3,2413,0,37,Male,White,Democrat,Bachelor's degree,Very likely,Kelly C. Tshibaka (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Lisa Murkowski (Registered Republican)|Buzz A. Kelley (Registered Republican)
25,2,3,1,4,2314,0,80,Female,White,Independent,Some college but no degree,Very likely,Kelly C. Tshibaka (Registered Republican)|Lisa Murkowski (Registered Republican)|Buzz A. Kelley (Registered Republican)|Patricia R. Chesbro (Registered Democrat)
26,4,3,1,2,4312,0,69,Male,American Indian and Alaska Native,Independent,Bachelor's degree,Very likely,Patricia R. Chesbro (Registered Democrat)|Lisa Murkowski (Registered Republican)|Buzz A. Kelley (Registered Republican)|Kelly C. Tshibaka (Registered Republican)
27,2,1,4,3,2143,0,25,Female,White,Independent,Some college but no degree,Likely,Kelly C. Tshibaka (Registered Republican)|Buzz A. Kelley (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Lisa Murkowski (Registered Republican)
28,3,2,1,4,3214,0,23,Female,American Indian and Alaska Native,Independent,Bachelor's degree,Very likely,Buzz A. Kelley (Registered Republican)|Lisa Murkowski (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Kelly C. Tshibaka (Registered Republican)
29,2,1,3,4,2134,0,33,Female,American Indian and Alaska Native,Other Party,Less than high school diploma,Likely,Buzz A. Kelley (Registered Republican)|Lisa Murkowski (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Patricia R. Chesbro (Registered Democrat)
30,3,2,1,4,3214,0,59,Male,White,Independent,Associate degree,Very unlikely,Buzz A. Kelley (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Lisa Murkowski (Registered Republican)|Patricia R. Chesbro (Registered Democrat)
31,4,3,2,1,4321,0,76,Male,White,Republican,Some college but no degree,Very likely,Kelly C. Tshibaka (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Buzz A. Kelley (Registered Republican)|Lisa Murkowski (Registered Republican)
32,4,3,1,2,4312,0,22,Female,White,Republican,High school diploma or equivalent,Very likely,Patricia R. Chesbro (Registered Democrat)|Kelly C. Tshibaka (Registered Republican)|Buzz A. Kelley (Registered Republican)|Lisa Murkowski (Registered Republican)
33,1,3,2,4,1324,0,58,Female,White,Democrat,High school diploma or equivalent,Very likely,Kelly C. Tshibaka (Registered Republican)|Lisa Murkowski (Registered Republican)|Buzz A. Kelley (Registered Republican)|Patricia R. Chesbro (Registered Democrat)
34,3,1,2,4,3124,0,22,Male,White,Other Party,High school diploma or equivalent,Likely,Buzz A. Kelley (Registered Republican)|Lisa Murkowski (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Kelly C. Tshibaka (Registered Republican)
35,3,4,2,1,3421,0,44,Female,White,Republican,Some college but no degree,Very unlikely,Lisa Murkowski (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Buzz A. Kelley (Registered Republican)
36,4,3,1,2,4312,0,70,Male,White,Republican,Associate degree,Very likely,Patricia R. Chesbro (Registered Democrat)|Lisa Murkowski (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Buzz A. Kelley (Registered Republican)
37,1,3,4,2,1342,0,26,Male,American Indian and Alaska Native,Independent,High school diploma or equivalent,Very likely,Patricia R. Chesbro (Registered Democrat)|Kelly C. Tshibaka (Registered Republican)|Lisa Murkowski (Registered Republican)|Buzz A. Kelley (Registered Republican)
38,2,3,1,4,2314,0,50,Male,White,Independent,Master's degree,Very likely,Lisa Murkowski (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Buzz A. Kelley (Registered Republican)|Kelly C. Tshibaka (Registered Republican)
39,3,1,2,4,3124,0,34,Female,White,Independent,Associate degree,Likely,Buzz A. Kelley (Registered Republican)|Lisa Murkowski (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Patricia R. Chesbro (Registered Democrat)
40,2,3,1,4,2314,0,47,Male,Latino or Hispanic,Independent,Some college but no degree,Very likely,Lisa Murkowski (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Buzz A. Kelley (Registered Republican)
41,2,3,1,4,2314,0,45,Female,White,Democrat,Associate degree,Very likely,Lisa Murkowski (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Kelly C. Tshibaka (Registered Republican)|Buzz A. Kelley (Registered Republican)
42,3,2,4,1,3241,0,44,Male,White,Republican,Associate degree,Very likely,Kelly C. Tshibaka (Registered Republican)|Buzz A. Kelley (Registered Republican)|Lisa Murkowski (Registered Republican)|Patricia R. Chesbro (Registered Democrat)
43,1,2,4,3,1243,0,18,Male,Latino or Hispanic,Republican,Less than high school diploma,Unlikely,Patricia R. Chesbro (Registered Democrat)|Lisa Murkowski (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Buzz A. Kelley (Registered Republican)
44,2,4,1,3,2413,0,31,Female,White,Other Party,Less than high school diploma,Unlikely,Kelly C. Tshibaka (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Buzz A. Kelley (Registered Republican)|Lisa Murkowski (Registered Republican)
45,1,3,2,4,1324,0,23,Male,Other,Other Party,High school diploma or equivalent,Likely,Kelly C. Tshibaka (Registered Republican)|Buzz A. Kelley (Registered Republican)|Lisa Murkowski (Registered Republican)|Patricia R. Chesbro (Registered Democrat)
46,3,2,4,1,3241,0,81,Male,White,Republican,Some college but no degree,Very likely,Buzz A. Kelley (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Kelly C. Tshibaka (Registered Republican)|Lisa Murkowski (Registered Republican)
47,1,3,2,4,1324,0,66,Male,White,Democrat,Master's degree,Very likely,Buzz A. Kelley (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Kelly C. Tshibaka (Registered Republican)|Lisa Murkowski (Registered Republican)
48,4,3,1,2,4312,0,39,Male,White,Democrat,Doctorate degree,I already voted using in-person Early Voting,Buzz A. Kelley (Registered Republican)|Lisa Murkowski (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Kelly C. Tshibaka (Registered Republican)
49,1,3,2,4,1324,0,31,Male,White,Democrat,Master's degree,Likely,Lisa Murkowski (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Buzz A. Kelley (Registered Republican)|Kelly C. Tshibaka (Registered Republican)
50,2,4,3,1,2431,0,24,Male,White,Democrat,Bachelor's degree,Very likely,Buzz A. Kelley (Registered Republican)|Lisa Murkowski (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Kelly C. Tshibaka (Registered Republican)
51,4,3,1,2,4312,0,52,Female,American Indian and Alaska Native,Republican,High school diploma or equivalent,Other,Buzz A. Kelley (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Lisa Murkowski (Registered Republican)
52,1,2,3,4,1234,0,31,Female,White,Republican,Bachelor's degree,Very likely,Patricia R. Chesbro (Registered Democrat)|Buzz A. Kelley (Registered Republican)|Lisa Murkowski (Registered Republican)|Kelly C. Tshibaka (Registered Republican)
53,1,3,2,4,1324,0,32,Male,White,Democrat,Master's degree,Likely,Patricia R. Chesbro (Registered Democrat)|Lisa Murkowski (Registered Republican)|Buzz A. Kelley (Registered Republican)|Kelly C. Tshibaka (Registered Republican)
54,2,1,3,4,2134,0,30,Male,Latino or Hispanic,Independent,Doctorate degree,I already voted using in-person Early Voting,Lisa Murkowski (Registered Republican)|Buzz A. Kelley (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Kelly C. Tshibaka (Registered Republican)
55,1,4,2,3,1423,0,25,Male,White,Democrat,Bachelor's degree,Very likely,Patricia R. Chesbro (Registered Democrat)|Lisa Murkowski (Registered Republican)|Buzz A. Kelley (Registered Republican)|Kelly C. Tshibaka (Registered Republican)
56,3,1,4,2,3142,0,70,Female,Other,Independent,Master's degree,I already voted using in-person Early Voting,Kelly C. Tshibaka (Registered Republican)|Lisa Murkowski (Registered Republican)|Buzz A. Kelley (Registered Republican)|Patricia R. Chesbro (Registered Democrat)
57,1,4,2,3,1423,0,22,Male,Black or African American,Republican,Master's degree,Very likely,Patricia R. Chesbro (Registered Democrat)|Lisa Murkowski (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Buzz A. Kelley (Registered Republican)
58,4,2,1,3,4213,0,30,Female,Latino or Hispanic,Independent,Master's degree,Very likely,Kelly C. Tshibaka (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Buzz A. Kelley (Registered Republican)|Lisa Murkowski (Registered Republican)
59,4,1,2,3,4123,0,23,Male,Black or African American,Republican,Master's degree,Very likely,Buzz A. Kelley (Registered Republican)|Lisa Murkowski (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Patricia R. Chesbro (Registered Democrat)
60,3,2,4,1,3241,0,41,Male,White,Independent,Bachelor's degree,Unlikely,Buzz A. Kelley (Registered Republican)|Lisa Murkowski (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Kelly C. Tshibaka (Registered Republican)
61,4,3,1,2,4312,0,28,Male,Latino or Hispanic,Independent,Master's degree,Very likely,Kelly C. Tshibaka (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Buzz A. Kelley (Registered Republican)|Lisa Murkowski (Registered Republican)
62,2,3,1,4,2314,0,22,Male,Black or African American,Republican,Bachelor's degree,Very likely,Lisa Murkowski (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Buzz A. Kelley (Registered Republican)|Kelly C. Tshibaka (Registered Republican)
63,1,2,4,3,1243,0,37,Male,White,Democrat,Doctorate degree,Likely,Patricia R. Chesbro (Registered Democrat)|Lisa Murkowski (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Buzz A. Kelley (Registered Republican)
64,3,2,4,1,3241,0,62,Female,White,Independent,Associate degree,Very likely,Buzz A. Kelley (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Lisa Murkowski (Registered Republican)|Kelly C. Tshibaka (Registered Republican)
65,4,1,3,2,4132,0,22,Male,Black or African American,Republican,Master's degree,Very likely,Patricia R. Chesbro (Registered Democrat)|Lisa Murkowski (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Buzz A. Kelley (Registered Republican)
66,1,2,4,3,1243,0,23,Male,Black or African American,Republican,Professional school degree,Very likely,Patricia R. Chesbro (Registered Democrat)|Buzz A. Kelley (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Lisa Murkowski (Registered Republican)
67,4,1,3,2,4132,0,22,Male,Black or African American,Republican,Master's degree,Very likely,Buzz A. Kelley (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Lisa Murkowski (Registered Republican)|Patricia R. Chesbro (Registered Democrat)
68,3,4,2,1,3421,0,23,Male,Black or African American,Republican,Master's degree,Very likely,Kelly C. Tshibaka (Registered Republican)|Lisa Murkowski (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Buzz A. Kelley (Registered Republican)
69,4,3,1,2,4312,0,22,Male,Black or African American,Republican,Bachelor's degree,Very likely,Buzz A. Kelley (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Lisa Murkowski (Registered Republican)|Patricia R. Chesbro (Registered Democrat)
70,4,2,3,1,4231,0,67,Male,White,Independent,Bachelor's degree,Very likely,Lisa Murkowski (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Buzz A. Kelley (Registered Republican)|Kelly C. Tshibaka (Registered Republican)
71,1,4,2,3,1423,0,22,Male,Black or African American,Republican,Bachelor's degree,Very likely,Patricia R. Chesbro (Registered Democrat)|Lisa Murkowski (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Buzz A. Kelley (Registered Republican)
72,1,2,3,4,1234,0,22,Male,Black or African American,Republican,Bachelor's degree,Very likely,Patricia R. Chesbro (Registered Democrat)|Buzz A. Kelley (Registered Republican)|Lisa Murkowski (Registered Republican)|Kelly C. Tshibaka (Registered Republican)
73,4,1,3,2,4132,0,24,Male,Black or African American,Republican,Bachelor's degree,Very likely,Buzz A. Kelley (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Lisa Murkowski (Registered Republican)|Patricia R. Chesbro (Registered Democrat)
74,4,1,2,3,4123,0,34,Female,American Indian and Alaska Native,Independent,High school diploma or equivalent,Very likely,Patricia R. Chesbro (Registered Democrat)|Lisa Murkowski (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Buzz A. Kelley (Registered Republican)
75,3,4,2,1,3421,0,25,Male,Black or African American,Republican,Bachelor's degree,Very likely,Kelly C. Tshibaka (Registered Republican)|Lisa Murkowski (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Buzz A. Kelley (Registered Republican)
76,4,3,1,2,4312,0,36,Female,White,Republican,Master's degree,Very likely,Buzz A. Kelley (Registered Republican)|Lisa Murkowski (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Kelly C. Tshibaka (Registered Republican)
77,3,2,1,4,3214,0,24,Male,Black or African American,Republican,Bachelor's degree,Very likely,Lisa Murkowski (Registered Republican)|Buzz A. Kelley (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Kelly C. Tshibaka (Registered Republican)
78,3,2,4,1,3241,0,77,Male,White,Republican,High school diploma or equivalent,Very likely,Lisa Murkowski (Registered Republican)|Buzz A. Kelley (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Kelly C. Tshibaka (Registered Republican)
79,1,3,4,2,1342,0,42,Male,American Indian and Alaska Native,Independent,High school diploma or equivalent,Very likely,Kelly C. Tshibaka (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Buzz A. Kelley (Registered Republican)|Lisa Murkowski (Registered Republican)
80,1,2,4,3,1243,0,24,Male,Black or African American,Republican,Bachelor's degree,Very likely,Patricia R. Chesbro (Registered Democrat)|Buzz A. Kelley (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Lisa Murkowski (Registered Republican)
81,4,2,1,3,4213,0,25,Male,Black or African American,Republican,Bachelor's degree,Very likely,Lisa Murkowski (Registered Republican)|Buzz A. Kelley (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Patricia R. Chesbro (Registered Democrat)
82,3,2,4,1,3241,0,28,Female,Asian and Pacific Islanders,Independent,Bachelor's degree,Likely,Kelly C. Tshibaka (Registered Republican)|Buzz A. Kelley (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Lisa Murkowski (Registered Republican)
83,3,1,4,2,3142,0,19,Male,Asian and Pacific Islanders,Republican,High school diploma or equivalent,Likely,Lisa Murkowski (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Kelly C. Tshibaka (Registered Republican)|Buzz A. Kelley (Registered Republican)
84,3,2,4,1,3241,0,39,Female,White,Independent,High school diploma or equivalent,Very likely,Kelly C. Tshibaka (Registered Republican)|Lisa Murkowski (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Buzz A. Kelley (Registered Republican)
85,1,3,4,2,1342,0,38,Male,Asian and Pacific Islanders,Republican,High school diploma or equivalent,Likely,Buzz A. Kelley (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Kelly C. Tshibaka (Registered Republican)|Lisa Murkowski (Registered Republican)
86,4,1,2,3,4123,0,52,Female,White,Republican,Some college but no degree,Likely,Kelly C. Tshibaka (Registered Republican)|Buzz A. Kelley (Registered Republican)|Lisa Murkowski (Registered Republican)|Patricia R. Chesbro (Registered Democrat)
87,1,2,4,3,1243,0,29,Female,White,Independent,Master's degree,Very unlikely,Buzz A. Kelley (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Lisa Murkowski (Registered Republican)|Kelly C. Tshibaka (Registered Republican)
