unit,chesbro,kelley,murkowski,tshibaka,ranking,treat,age,gender,race,partisanship,education,vote_likelihood,display_order
266,1,2,3,4,1234,0,74,Female,White,Independent,Some college but no degree,Very likely,Patricia R. Chesbro (Registered Democrat)|Buzz A. Kelley (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Lisa Murkowski (Registered Republican)
267,4,1,3,2,4132,0,24,Female,White,Republican,Bachelor's degree,I already voted using Vote-by-Mail,Buzz A. Kelley (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Kelly C. Tshibaka (Registered Republican)|Lisa Murkowski (Registered Republican)
268,2,1,4,3,2143,0,42,Female,White,Independent,Associate degree,Very likely,Lisa Murkowski (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Buzz A. Kelley (Registered Republican)|Kelly C. Tshibaka (Registered Republican)
269,4,3,1,2,4312,0,46,Female,White,Republican,Some college but no degree,Very likely,Lisa Murkowski (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Kelly C. Tshibaka (Registered Republican)|Buzz A. Kelley (Registered Republican)
270,4,2,3,1,4231,0,54,Female,White,Republican,Bachelor's degree,Very likely,Patricia R. Chesbro (Registered Democrat)|Lisa Murkowski (Registered Republican)|Buzz A. Kelley (Registered Republican)|Kelly C. Tshibaka (Registered Republican)
271,2,4,1,3,2413,0,54,Female,White,Independent,Master's degree,Very likely,Kelly C. Tshibaka (Registered Republican)|Buzz A. Kelley (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Lisa Murkowski (Registered Republican)
272,1,3,2,4,1324,0,65,Female,White,Democrat,Master's degree,Very likely,Lisa Murkowski (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Kelly C. Tshibaka (Registered Republican)|Buzz A. Kelley (Registered Republican)
273,1,4,2,3,1423,0,26,Female,Asian and Pacific Islanders,Democrat,Associate degree,Very likely,Patricia R. Chesbro (Registered Democrat)|Buzz A. Kelley (Registered Republican)|Lisa Murkowski (Registered Republican)|Kelly C. Tshibaka (Registered Republican)
274,1,4,2,3,1423,0,25,Female,American Indian and Alaska Native,Democrat,High school diploma or equivalent,Likely,Kelly C. Tshibaka (Registered Republican)|Lisa Murkowski (Registered Republican)|Buzz A. Kelley (Registered Republican)|Patricia R. Chesbro (Registered Democrat)
275,4,1,3,2,4132,0,38,Female,White,Republican,High school diploma or equivalent,Unlikely,Buzz A. Kelley (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Lisa Murkowski (Registered Republican)
276,1,3,2,4,1324,0,40,Female,White,Democrat,Master's degree,Very likely,Buzz A. Kelley (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Kelly C. Tshibaka (Registered Republican)|Lisa Murkowski (Registered Republican)
277,3,2,1,4,3214,0,20,Male,Latino or Hispanic,Democrat,Some college but no degree,Very likely,Lisa Murkowski (Registered Republican)|Buzz A. Kelley (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Kelly C. Tshibaka (Registered Republican)
278,1,4,2,3,1423,0,34,Female,Black or African American,Independent,Some college but no degree,Likely,Kelly C. Tshibaka (Registered Republican)|Lisa Murkowski (Registered Republican)|Buzz A. Kelley (Registered Republican)|Patricia R. Chesbro (Registered Democrat)
279,1,3,2,4,1324,0,44,Female,White,Independent,Some college but no degree,Likely,Kelly C. Tshibaka (Registered Republican)|Buzz A. Kelley (Registered Republican)|Lisa Murkowski (Registered Republican)|Patricia R. Chesbro (Registered Democrat)
280,1,4,2,3,1423,0,40,Male,American Indian and Alaska Native,Democrat,Some college but no degree,Very likely,Patricia R. Chesbro (Registered Democrat)|Buzz A. Kelley (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Lisa Murkowski (Registered Republican)
281,1,4,3,2,1432,0,33,Male,White,Democrat,Master's degree,Very likely,Patricia R. Chesbro (Registered Democrat)|Lisa Murkowski (Registered Republican)|Buzz A. Kelley (Registered Republican)|Kelly C. Tshibaka (Registered Republican)
282,4,3,2,1,4321,0,19,Male,White,Republican,Some college but no degree,Likely,Lisa Murkowski (Registered Republican)|Buzz A. Kelley (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Patricia R. Chesbro (Registered Democrat)
283,4,2,3,1,4231,0,64,Female,White,Independent,Associate degree,Very likely,Patricia R. Chesbro (Registered Democrat)|Buzz A. Kelley (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Lisa Murkowski (Registered Republican)
284,3,1,4,2,3142,0,20,Female,White,Independent,High school diploma or equivalent,Likely,Patricia R. Chesbro (Registered Democrat)|Kelly C. Tshibaka (Registered Republican)|Lisa Murkowski (Registered Republican)|Buzz A. Kelley (Registered Republican)
285,3,4,1,2,3412,0,39,Female,White,Independent,Less than high school diploma,Very unlikely,Patricia R. Chesbro (Registered Democrat)|Buzz A. Kelley (Registered Republican)|Lisa Murkowski (Registered Republican)|Kelly C. Tshibaka (Registered Republican)
286,4,1,3,2,4132,0,42,Female,White,Republican,Bachelor's degree,I already voted using in-person Early Voting,Buzz A. Kelley (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Kelly C. Tshibaka (Registered Republican)|Lisa Murkowski (Registered Republican)
287,3,1,4,2,3142,0,67,Female,White,Independent,Professional school degree,Very likely,Kelly C. Tshibaka (Registered Republican)|Lisa Murkowski (Registered Republican)|Buzz A. Kelley (Registered Republican)|Patricia R. Chesbro (Registered Democrat)
288,3,2,4,1,3241,0,41,Female,White,Republican,Bachelor's degree,Very likely,Buzz A. Kelley (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Lisa Murkowski (Registered Republican)
289,1,3,2,4,1324,0,27,Female,American Indian and Alaska Native,Independent,High school diploma or equivalent,Unlikely,Patricia R. Chesbro (Registered Democrat)|Kelly C. Tshibaka (Registered Republican)|Lisa Murkowski (Registered Republican)|Buzz A. Kelley (Registered Republican)
290,4,2,3,1,4231,0,65,Female,White,Republican,Associate degree,Very likely,Kelly C. Tshibaka (Registered Republican)|Lisa Murkowski (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Buzz A. Kelley (Registered Republican)
291,2,3,1,4,2314,0,36,Female,Black or African American,Independent,High school diploma or equivalent,Likely,Kelly C. Tshibaka (Registered Republican)|Lisa Murkowski (Registered Republican)|Buzz A. Kelley (Registered Republican)|Patricia R. Chesbro (Registered Democrat)
292,1,3,2,4,1324,0,33,Female,White,Independent,Master's degree,Very likely,Kelly C. Tshibaka (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Lisa Murkowski (Registered Republican)|Buzz A. Kelley (Registered Republican)
293,3,1,2,4,3124,0,28,Female,Asian and Pacific Islanders,Republican,Bachelor's degree,Likely,Buzz A. Kelley (Registered Republican)|Lisa Murkowski (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Kelly C. Tshibaka (Registered Republican)
294,2,1,4,3,2143,0,36,Female,White,Independent,High school diploma or equivalent,Very unlikely,Buzz A. Kelley (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Kelly C. Tshibaka (Registered Republican)|Lisa Murkowski (Registered Republican)
295,3,2,4,1,3241,0,35,Female,White,Independent,Doctorate degree,Very likely,Lisa Murkowski (Registered Republican)|Buzz A. Kelley (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Patricia R. Chesbro (Registered Democrat)
296,2,3,4,1,2341,0,57,Female,White,Independent,High school diploma or equivalent,Very likely,Patricia R. Chesbro (Registered Democrat)|Lisa Murkowski (Registered Republican)|Buzz A. Kelley (Registered Republican)|Kelly C. Tshibaka (Registered Republican)
297,1,2,4,3,1243,0,18,Female,Black or African American,Republican,High school diploma or equivalent,Likely,Patricia R. Chesbro (Registered Democrat)|Kelly C. Tshibaka (Registered Republican)|Lisa Murkowski (Registered Republican)|Buzz A. Kelley (Registered Republican)
298,3,2,1,4,3214,0,31,Female,White,Democrat,High school diploma or equivalent,Very likely,Kelly C. Tshibaka (Registered Republican)|Lisa Murkowski (Registered Republican)|Buzz A. Kelley (Registered Republican)|Patricia R. Chesbro (Registered Democrat)
299,1,3,4,2,1342,0,41,Male,White,Democrat,Bachelor's degree,Very likely,Lisa Murkowski (Registered Republican)|Buzz A. Kelley (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Kelly C. Tshibaka (Registered Republican)
300,1,3,2,4,1324,0,32,Female,White,Independent,Bachelor's degree,Very likely,Kelly C. Tshibaka (Registered Republican)|Buzz A. Kelley (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Lisa Murkowski (Registered Republican)
301,2,3,1,4,2314,0,64,Female,White,Democrat,Bachelor's degree,I already voted using Vote-by-Mail,Buzz A. Kelley (Registered Republican)|Lisa Murkowski (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Kelly C. Tshibaka (Registered Republican)
302,2,4,1,3,2413,0,37,Male,American Indian and Alaska Native,Independent,High school diploma or equivalent,Very likely,Buzz A. Kelley (Registered Republican)|Lisa Murkowski (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Kelly C. Tshibaka (Registered Republican)
303,3,4,1,2,3412,0,23,Male,Black or African American,Democrat,High school diploma or equivalent,Very likely,Buzz A. Kelley (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Lisa Murkowski (Registered Republican)
304,2,3,1,4,2314,0,75,Male,White,Democrat,Bachelor's degree,Very likely,Lisa Murkowski (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Buzz A. Kelley (Registered Republican)
305,1,2,4,3,1243,0,60,Female,Other,Other Party,Less than high school diploma,Very unlikely,Kelly C. Tshibaka (Registered Republican)|Buzz A. Kelley (Registered Republican)|Lisa Murkowski (Registered Republican)|Patricia R. Chesbro (Registered Democrat)
306,4,3,2,1,4321,0,31,Male,White,Republican,Associate degree,Very unlikely,Kelly C. Tshibaka (Registered Republican)|Lisa Murkowski (Registered Republican)|Buzz A. Kelley (Registered Republican)|Patricia R. Chesbro (Registered Democrat)
307,2,1,4,3,2143,0,29,Female,American Indian and Alaska Native,Independent,High school diploma or equivalent,Very unlikely,Patricia R. Chesbro (Registered Democrat)|Kelly C. Tshibaka (Registered Republican)|Buzz A. Kelley (Registered Republican)|Lisa Murkowski (Registered Republican)
308,1,4,3,2,1432,0,35,Female,Asian and Pacific Islanders,Republican,High school diploma or equivalent,Very unlikely,Patricia R. Chesbro (Registered Democrat)|Kelly C. Tshibaka (Registered Republican)|Lisa Murkowski (Registered Republican)|Buzz A. Kelley (Registered Republican)
309,3,2,1,4,3214,0,65,Male,White,Independent,Associate degree,Very likely,Kelly C. Tshibaka (Registered Republican)|Lisa Murkowski (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Buzz A. Kelley (Registered Republican)
310,1,4,2,3,1423,0,39,Male,White,Democrat,Master's degree,Very likely,Patricia R. Chesbro (Registered Democrat)|Kelly C. Tshibaka (Registered Republican)|Buzz A. Kelley (Registered Republican)|Lisa Murkowski (Registered Republican)
311,4,2,3,1,4231,0,76,Male,American Indian and Alaska Native,Republican,Associate degree,Very likely,Lisa Murkowski (Registered Republican)|Buzz A. Kelley (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Patricia R. Chesbro (Registered Democrat)
312,2,3,4,1,2341,0,30,Male,White,Republican,High school diploma or equivalent,Likely,Kelly C. Tshibaka (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Lisa Murkowski (Registered Republican)|Buzz A. Kelley (Registered Republican)
313,4,2,3,1,4231,0,40,Female,White,Republican,Bachelor's degree,Very likely,Kelly C. Tshibaka (Registered Republican)|Lisa Murkowski (Registered Republican)|Buzz A. Kelley (Registered Republican)|Patricia R. Chesbro (Registered Democrat)
314,4,3,2,1,4321,0,21,Female,Other,Republican,Prefer not to say,Very likely,Patricia R. Chesbro (Registered Democrat)|Lisa Murkowski (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Buzz A. Kelley (Registered Republican)
315,3,2,4,1,3241,0,55,Male,White,Independent,Some college but no degree,Very likely,Lisa Murkowski (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Buzz A. Kelley (Registered Republican)|Kelly C. Tshibaka (Registered Republican)
316,1,4,3,2,1432,0,22,Male,Latino or Hispanic,Independent,Some college but no degree,Likely,Kelly C. Tshibaka (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Buzz A. Kelley (Registered Republican)|Lisa Murkowski (Registered Republican)
317,4,3,2,1,4321,0,69,Male,White,Independent,Some college but no degree,Very unlikely,Kelly C. Tshibaka (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Lisa Murkowski (Registered Republican)|Buzz A. Kelley (Registered Republican)
318,4,3,1,2,4312,0,23,Female,American Indian and Alaska Native,Other Party,High school diploma or equivalent,Likely,Kelly C. Tshibaka (Registered Republican)|Lisa Murkowski (Registered Republican)|Buzz A. Kelley (Registered Republican)|Patricia R. Chesbro (Registered Democrat)
319,3,2,4,1,3241,0,24,Male,White,Republican,High school diploma or equivalent,Very likely,Patricia R. Chesbro (Registered Democrat)|Buzz A. Kelley (Registered Republican)|Lisa Murkowski (Registered Republican)|Kelly C. Tshibaka (Registered Republican)
320,2,1,4,3,2143,0,36,Male,White,Republican,Associate degree,Very unlikely,Lisa Murkowski (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Buzz A. Kelley (Registered Republican)
321,2,3,4,1,2341,0,47,Female,White,Independent,Bachelor's degree,Very likely,Kelly C. Tshibaka (Registered Republican)|Buzz A. Kelley (Registered Republican)|Lisa Murkowski (Registered Republican)|Patricia R. Chesbro (Registered Democrat)
322,3,2,4,1,3241,0,78,Female,White,Independent,Bachelor's degree,Very likely,Buzz A. Kelley (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Lisa Murkowski (Registered Republican)|Kelly C. Tshibaka (Registered Republican)
323,3,2,1,4,3214,0,33,Female,White,Republican,Some college but no degree,Likely,Lisa Murkowski (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Buzz A. Kelley (Registered Republican)|Kelly C. Tshibaka (Registered Republican)
324,3,2,4,1,3241,0,65,Female,White,Republican,Bachelor's degree,Very likely,Buzz A. Kelley (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Lisa Murkowski (Registered Republican)|Kelly C. Tshibaka (Registered Republican)
325,1,3,2,4,1324,0,51,Female,White,Democrat,Doctorate degree,Very likely,Lisa Murkowski (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Buzz A. Kelley (Registered Republican)|Kelly C. Tshibaka (Registered Republican)
326,1,3,2,4,1324,0,39,Male,White,Democrat,Some college but no degree,Likely,Patricia R. Chesbro (Registered Democrat)|Buzz A. Kelley (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Lisa Murkowski (Registered Republican)
327,3,2,4,1,3241,0,53,Male,White,Other Party,Master's degree,Very likely,Kelly C. Tshibaka (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Lisa Murkowski (Registered Republican)|Buzz A. Kelley (Registered Republican)
328,1,3,2,4,1324,0,49,Female,White,Independent,Master's degree,Very likely,Buzz A. Kelley (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Lisa Murkowski (Registered Republican)
329,1,4,3,2,1432,0,40,Male,White,Democrat,Master's degree,Very likely,Buzz A. Kelley (Registered Republican)|Lisa Murkowski (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Patricia R. Chesbro (Registered Democrat)
330,3,2,4,1,3241,0,73,Female,White,Republican,Some college but no degree,Very likely,Kelly C. Tshibaka (Registered Republican)|Buzz A. Kelley (Registered Republican)|Lisa Murkowski (Registered Republican)|Patricia R. Chesbro (Registered Democrat)
331,1,4,3,2,1432,0,24,Female,Asian and Pacific Islanders,Independent,Some college but no degree,Likely,Patricia R. Chesbro (Registered Democrat)|Kelly C. Tshibaka (Registered Republican)|Lisa Murkowski (Registered Republican)|Buzz A. Kelley (Registered Republican)
332,1,4,3,2,1432,0,33,Male,White,Democrat,Master's degree,I already voted using Vote-by-Mail,Kelly C. Tshibaka (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Lisa Murkowski (Registered Republican)|Buzz A. Kelley (Registered Republican)
333,3,4,1,2,3412,0,71,Male,White,Independent,Some college but no degree,Very likely,Buzz A. Kelley (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Lisa Murkowski (Registered Republican)|Kelly C. Tshibaka (Registered Republican)
334,4,2,1,3,4213,0,65,Female,White,Republican,Some college but no degree,Unlikely,Patricia R. Chesbro (Registered Democrat)|Buzz A. Kelley (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Lisa Murkowski (Registered Republican)
335,1,3,2,4,1324,0,51,Male,White,Democrat,Doctorate degree,Unlikely,Lisa Murkowski (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Kelly C. Tshibaka (Registered Republican)|Buzz A. Kelley (Registered Republican)
336,3,2,4,1,3241,0,35,Male,Black or African American,Democrat,Doctorate degree,I already voted using in-person Early Voting,Lisa Murkowski (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Buzz A. Kelley (Registered Republican)|Kelly C. Tshibaka (Registered Republican)
337,3,4,1,2,3412,0,38,Male,White,Democrat,Master's degree,I already voted using Vote-by-Mail,Lisa Murkowski (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Buzz A. Kelley (Registered Republican)
338,4,3,2,1,4321,0,31,Male,White,Republican,Bachelor's degree,Very unlikely,Kelly C. Tshibaka (Registered Republican)|Lisa Murkowski (Registered Republican)|Buzz A. Kelley (Registered Republican)|Patricia R. Chesbro (Registered Democrat)
339,3,1,4,2,3142,0,30,Male,White,Republican,Bachelor's degree,Very likely,Buzz A. Kelley (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Lisa Murkowski (Registered Republican)
340,1,4,2,3,1423,0,30,Male,White,Republican,Bachelor's degree,Very likely,Lisa Murkowski (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Kelly C. Tshibaka (Registered Republican)|Buzz A. Kelley (Registered Republican)
341,3,2,4,1,3241,0,46,Female,White,Republican,Associate degree,Very likely,Lisa Murkowski (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Buzz A. Kelley (Registered Republican)|Patricia R. Chesbro (Registered Democrat)
342,3,2,1,4,3214,0,49,Female,White,Other Party,Associate degree,Likely,Lisa Murkowski (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Buzz A. Kelley (Registered Republican)|Patricia R. Chesbro (Registered Democrat)
343,3,2,4,1,3241,0,19,Female,White,Republican,Some college but no degree,Very likely,Buzz A. Kelley (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Lisa Murkowski (Registered Republican)|Kelly C. Tshibaka (Registered Republican)
344,3,4,1,2,3412,0,39,Female,White,Independent,High school diploma or equivalent,Very unlikely,Lisa Murkowski (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Buzz A. Kelley (Registered Republican)
345,3,2,4,1,3241,0,73,Female,White,Independent,Doctorate degree,Very likely,Buzz A. Kelley (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Lisa Murkowski (Registered Republican)|Patricia R. Chesbro (Registered Democrat)
346,3,2,1,4,3214,0,61,Female,Other,Republican,Some college but no degree,Very likely,Lisa Murkowski (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Buzz A. Kelley (Registered Republican)
347,4,1,3,2,4132,0,38,Female,White,Independent,Associate degree,Likely,Buzz A. Kelley (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Lisa Murkowski (Registered Republican)|Patricia R. Chesbro (Registered Democrat)
348,3,2,1,4,3214,0,70,Female,Asian and Pacific Islanders,Democrat,High school diploma or equivalent,Very unlikely,Buzz A. Kelley (Registered Republican)|Lisa Murkowski (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Patricia R. Chesbro (Registered Democrat)
349,4,2,3,1,4231,0,73,Female,Other,Republican,Some college but no degree,Very likely,Buzz A. Kelley (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Lisa Murkowski (Registered Republican)|Kelly C. Tshibaka (Registered Republican)
350,2,3,1,4,2314,0,50,Female,White,Democrat,Master's degree,Very likely,Patricia R. Chesbro (Registered Democrat)|Lisa Murkowski (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Buzz A. Kelley (Registered Republican)
351,3,2,4,1,3241,0,74,Female,White,Independent,Master's degree,Very unlikely,Patricia R. Chesbro (Registered Democrat)|Lisa Murkowski (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Buzz A. Kelley (Registered Republican)
352,2,3,1,4,2314,0,58,Female,American Indian and Alaska Native,Independent,Associate degree,Very likely,Lisa Murkowski (Registered Republican)|Buzz A. Kelley (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Patricia R. Chesbro (Registered Democrat)
353,2,1,4,3,2143,0,36,Female,American Indian and Alaska Native,Democrat,High school diploma or equivalent,Very likely,Buzz A. Kelley (Registered Republican)|Lisa Murkowski (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Kelly C. Tshibaka (Registered Republican)
354,2,4,1,3,2413,0,37,Prefer not to tell,American Indian and Alaska Native,Other Party,Less than high school diploma,I already voted using Vote-by-Mail,Lisa Murkowski (Registered Republican)|Buzz A. Kelley (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Patricia R. Chesbro (Registered Democrat)
