unit,indian,kashmiri,religion,occupation,ranking,treat,age,age_18_27,age_28_49,age_50_over,median_age,gender,gender_female,education,education_class12,education_cat_none,education_cat_class6,education_cat_class12,education_cat_ba,religion_sunni,religion_shia,religion_sikh,religion_hindu,main_earner,monthly_hhincome,hhincome_cat_not_5000,hhincome_cat_5000_15000,hhincome_cat_15000_more
856,1,NA,NA,NA,1---,1,25,1,0,0,0,male,0,Class 12,1,0,0,1,0,1,0,0,0,0,"5,000-9,999",0,1,0
857,1,NA,NA,NA,1---,0,38,0,1,0,1,female,1,Class 8,0,0,1,0,0,1,0,0,0,0,"2500-4,999",1,0,0
858,1,NA,NA,NA,1---,0,27,1,0,0,0,female,1,Class 12,1,0,0,1,0,1,0,0,0,0,"5,000-9,999",0,1,0
859,2,NA,NA,NA,2---,1,38,0,1,0,1,male,0,Graduation (BA/BS etc.),1,0,0,0,1,1,0,0,0,1,"5,000-9,999",0,1,0
860,1,NA,NA,NA,1---,0,32,0,1,0,0,male,0,Class 10,0,0,1,0,0,1,0,0,0,1,"5,000-9,999",0,1,0
861,1,NA,NA,NA,1---,1,44,0,1,0,1,female,1,Class 10,0,0,1,0,0,1,0,0,0,0,"20,000-29,999",0,0,1
862,1,NA,NA,NA,1---,0,36,0,1,0,1,male,0,Class 6,0,0,1,0,0,1,0,0,0,1,"2500-4,999",1,0,0
863,2,NA,NA,NA,2---,0,61,0,0,1,1,male,0,Graduation (BA/BS etc.),1,0,0,0,1,1,0,0,0,1,"20,000-29,999",0,0,1
864,1,NA,NA,NA,1---,1,59,0,0,1,1,male,0,Class 9,0,0,1,0,0,1,0,0,0,0,"10,000-14,999",0,1,0
865,1,NA,NA,NA,1---,1,36,0,1,0,1,male,0,Post-graduation (MA/MS etc.),1,0,0,0,1,1,0,0,0,1,"20,000-29,999",0,0,1
866,1,NA,NA,NA,1---,1,29,0,1,0,0,male,0,Class 9,0,0,1,0,0,1,0,0,0,1,"10,000-14,999",0,1,0
867,3,NA,NA,NA,3---,0,25,1,0,0,0,female,1,No formal education,0,1,0,0,0,1,0,0,0,0,"5,000-9,999",0,1,0
868,2,NA,NA,NA,2---,0,39,0,1,0,1,male,0,No formal education,0,1,0,0,0,1,0,0,0,1,"5,000-9,999",0,1,0
869,1,NA,NA,NA,1---,0,41,0,1,0,1,male,0,Graduation (BA/BS etc.),1,0,0,0,1,1,0,0,0,1,"15,000-19,999",0,0,1
870,1,NA,NA,NA,1---,0,28,0,1,0,0,female,1,Class 10,0,0,1,0,0,1,0,0,0,0,"5,000-9,999",0,1,0
871,1,NA,NA,NA,1---,0,31,0,1,0,0,male,0,Class 12,1,0,0,1,0,1,0,0,0,0,"5,000-9,999",0,1,0
872,1,NA,NA,NA,1---,0,26,1,0,0,0,female,1,Graduation (BA/BS etc.),1,0,0,0,1,1,0,0,0,0,"50,000-59,999",0,0,1
873,1,NA,NA,NA,1---,0,51,0,0,1,1,male,0,Class 10,0,0,1,0,0,1,0,0,0,1,"15,000-19,999",0,0,1
874,1,NA,NA,NA,1---,1,58,0,0,1,1,male,0,Class 12,1,0,0,1,0,1,0,0,0,1,"20,000-29,999",0,0,1
875,1,NA,NA,NA,1---,1,56,0,0,1,1,male,0,Class 8,0,0,1,0,0,1,0,0,0,0,"20,000-29,999",0,0,1
876,1,NA,NA,NA,1---,0,34,0,1,0,0,male,0,Class 10,0,0,1,0,0,1,0,0,0,0,"10,000-14,999",0,1,0
877,1,NA,NA,NA,1---,1,33,0,1,0,0,female,1,Class 8,0,0,1,0,0,1,0,0,0,0,"5,000-9,999",0,1,0
878,1,NA,NA,NA,1---,1,39,0,1,0,1,female,1,Class 10,0,0,1,0,0,1,0,0,0,0,"10,000-14,999",0,1,0
879,1,NA,NA,NA,1---,1,34,0,1,0,0,female,1,Class 6,0,0,1,0,0,1,0,0,0,0,"5,000-9,999",0,1,0
880,1,NA,NA,NA,1---,0,30,0,1,0,0,male,0,No formal education,0,1,0,0,0,1,0,0,0,1,"0-2,499",1,0,0
881,1,NA,NA,NA,1---,1,41,0,1,0,1,male,0,No formal education,0,1,0,0,0,1,0,0,0,1,"2500-4,999",1,0,0
882,1,NA,NA,NA,1---,1,44,0,1,0,1,male,0,Class 12,1,0,0,1,0,1,0,0,0,1,"15,000-19,999",0,0,1
883,1,NA,NA,NA,1---,1,67,0,0,1,1,male,0,No formal education,0,1,0,0,0,1,0,0,0,0,"5,000-9,999",0,1,0
884,1,NA,NA,NA,1---,0,22,1,0,0,0,female,1,Class 8,0,0,1,0,0,1,0,0,0,0,"2500-4,999",1,0,0
885,1,NA,NA,NA,1---,1,27,1,0,0,0,male,0,No formal education,0,1,0,0,0,1,0,0,0,1,"10,000-14,999",0,1,0
886,1,NA,NA,NA,1---,1,36,0,1,0,1,male,0,Class 9,0,0,1,0,0,1,0,0,0,1,"0-2,499",1,0,0
887,2,NA,NA,NA,2---,1,27,1,0,0,0,male,0,Class 12,1,0,0,1,0,1,0,0,0,0,"5,000-9,999",0,1,0
888,1,NA,NA,NA,1---,1,65,0,0,1,1,male,0,No formal education,0,1,0,0,0,1,0,0,0,1,"0-2,499",1,0,0
889,1,NA,NA,NA,1---,1,31,0,1,0,0,male,0,No formal education,0,1,0,0,0,1,0,0,0,0,"2500-4,999",1,0,0
890,1,NA,NA,NA,1---,0,34,0,1,0,0,female,1,No formal education,0,1,0,0,0,1,0,0,0,0,"10,000-14,999",0,1,0
891,1,NA,NA,NA,1---,1,49,0,1,0,1,male,0,Graduation (BA/BS etc.),1,0,0,0,1,1,0,0,0,1,"30,000-39,999",0,0,1
892,1,NA,NA,NA,1---,0,26,1,0,0,0,female,1,No formal education,0,1,0,0,0,1,0,0,0,0,"20,000-29,999",0,0,1
893,1,NA,NA,NA,1---,0,48,0,1,0,1,female,1,No formal education,0,1,0,0,0,1,0,0,0,0,"20,000-29,999",0,0,1
894,2,NA,NA,NA,2---,0,65,0,0,1,1,female,1,No formal education,0,1,0,0,0,1,0,0,0,0,"5,000-9,999",0,1,0
895,1,NA,NA,NA,1---,0,30,0,1,0,0,female,1,No formal education,0,1,0,0,0,1,0,0,0,0,"2500-4,999",1,0,0
896,1,NA,NA,NA,1---,0,61,0,0,1,1,female,1,No formal education,0,1,0,0,0,1,0,0,0,0,"30,000-39,999",0,0,1
897,3,NA,NA,NA,3---,0,34,0,1,0,0,male,0,Graduation (BA/BS etc.),1,0,0,0,1,1,0,0,0,1,"20,000-29,999",0,0,1
898,1,NA,NA,NA,1---,1,43,0,1,0,1,male,0,Class 10,0,0,1,0,0,1,0,0,0,1,"15,000-19,999",0,0,1
899,1,NA,NA,NA,1---,1,34,0,1,0,0,female,1,Class 10,0,0,1,0,0,1,0,0,0,0,"5,000-9,999",0,1,0
900,1,NA,NA,NA,1---,0,28,0,1,0,0,female,1,Class 10,0,0,1,0,0,1,0,0,0,0,"15,000-19,999",0,0,1
901,1,NA,NA,NA,1---,1,33,0,1,0,0,male,0,Class 12,1,0,0,1,0,1,0,0,0,1,"20,000-29,999",0,0,1
902,1,NA,NA,NA,1---,0,29,0,1,0,0,female,1,No formal education,0,1,0,0,0,1,0,0,0,0,"2500-4,999",1,0,0
903,1,NA,NA,NA,1---,0,45,0,1,0,1,female,1,Class 5,0,0,0,0,0,1,0,0,0,0,"20,000-29,999",0,0,1
904,1,NA,NA,NA,1---,0,52,0,0,1,1,female,1,No formal education,0,1,0,0,0,0,1,0,0,0,"0-2,499",1,0,0
905,1,NA,NA,NA,1---,0,48,0,1,0,1,female,1,Post-graduation (MA/MS etc.),1,0,0,0,1,1,0,0,0,0,"40,000-49,999",0,0,1
906,2,NA,NA,NA,2---,0,59,0,0,1,1,female,1,No formal education,0,1,0,0,0,1,0,0,0,0,"5,000-9,999",0,1,0
907,1,NA,NA,NA,1---,1,37,0,1,0,1,female,1,No formal education,0,1,0,0,0,1,0,0,0,0,"5,000-9,999",0,1,0
908,1,NA,NA,NA,1---,0,45,0,1,0,1,female,1,No formal education,0,1,0,0,0,1,0,0,0,0,"20,000-29,999",0,0,1
909,1,NA,NA,NA,1---,0,32,0,1,0,0,female,1,Class 9,0,0,1,0,0,1,0,0,0,0,"2500-4,999",1,0,0
910,1,NA,NA,NA,1---,1,27,1,0,0,0,female,1,Graduation (BA/BS etc.),1,0,0,0,1,1,0,0,0,0,"20,000-29,999",0,0,1
911,2,NA,NA,NA,2---,0,76,0,0,1,1,female,1,No formal education,0,1,0,0,0,1,0,0,0,0,"5,000-9,999",0,1,0
912,1,NA,NA,NA,1---,1,35,0,1,0,0,male,0,Class 10,0,0,1,0,0,1,0,0,0,1,"2500-4,999",1,0,0
913,1,NA,NA,NA,1---,0,39,0,1,0,1,male,0,Class 8,0,0,1,0,0,1,0,0,0,1,"20,000-29,999",0,0,1
914,1,NA,NA,NA,1---,0,25,1,0,0,0,female,1,No formal education,0,1,0,0,0,1,0,0,0,0,"10,000-14,999",0,1,0
915,2,NA,NA,NA,2---,0,25,1,0,0,0,male,0,Graduation (BA/BS etc.),1,0,0,0,1,1,0,0,0,0,"2500-4,999",1,0,0
916,1,NA,NA,NA,1---,0,37,0,1,0,1,male,0,Graduation (BA/BS etc.),1,0,0,0,1,1,0,0,0,1,"15,000-19,999",0,0,1
917,2,NA,NA,NA,2---,1,25,1,0,0,0,female,1,Graduation (BA/BS etc.),1,0,0,0,1,1,0,0,0,0,"30,000-39,999",0,0,1
918,1,NA,NA,NA,1---,1,23,1,0,0,0,male,0,Graduation (BA/BS etc.),1,0,0,0,1,1,0,0,0,0,"20,000-29,999",0,0,1
919,2,NA,NA,NA,2---,1,63,0,0,1,1,male,0,Class 10,0,0,1,0,0,1,0,0,0,1,"15,000-19,999",0,0,1
920,1,NA,NA,NA,1---,0,25,1,0,0,0,female,1,Class 10,0,0,1,0,0,1,0,0,0,0,"2500-4,999",1,0,0
921,1,NA,NA,NA,1---,1,21,1,0,0,0,female,1,Class 10,0,0,1,0,0,1,0,0,0,0,"5,000-9,999",0,1,0
922,1,NA,NA,NA,1---,0,47,0,1,0,1,female,1,Class 12,1,0,0,1,0,1,0,0,0,0,"10,000-14,999",0,1,0
923,1,NA,NA,NA,1---,1,28,0,1,0,0,male,0,Graduation (BA/BS etc.),1,0,0,0,1,1,0,0,0,0,"20,000-29,999",0,0,1
924,1,NA,NA,NA,1---,1,27,1,0,0,0,male,0,Class 12,1,0,0,1,0,1,0,0,0,1,"20,000-29,999",0,0,1
925,1,NA,NA,NA,1---,0,35,0,1,0,0,female,1,Class 4,0,0,0,0,0,1,0,0,0,0,"5,000-9,999",0,1,0
926,1,NA,NA,NA,1---,1,24,1,0,0,0,male,0,Graduation (BA/BS etc.),1,0,0,0,1,1,0,0,0,0,"50,000-59,999",0,0,1
927,1,NA,NA,NA,1---,0,23,1,0,0,0,female,1,Graduation (BA/BS etc.),1,0,0,0,1,1,0,0,0,0,"10,000-14,999",0,1,0
928,1,NA,NA,NA,1---,1,59,0,0,1,1,male,0,Post-graduation (MA/MS etc.),1,0,0,0,1,1,0,0,0,1,"20,000-29,999",0,0,1
929,1,NA,NA,NA,1---,0,56,0,0,1,1,male,0,Class 12,1,0,0,1,0,1,0,0,0,1,"20,000-29,999",0,0,1
930,1,NA,NA,NA,1---,0,56,0,0,1,1,male,0,Class 10,0,0,1,0,0,1,0,0,0,1,"15,000-19,999",0,0,1
931,1,NA,NA,NA,1---,0,57,0,0,1,1,male,0,Class 5,0,0,0,0,0,1,0,0,0,0,"2500-4,999",1,0,0
932,1,NA,NA,NA,1---,1,32,0,1,0,0,female,1,Class 7,0,0,1,0,0,1,0,0,0,0,"2500-4,999",1,0,0
933,2,NA,NA,NA,2---,1,30,0,1,0,0,female,1,Post-graduation (MA/MS etc.),1,0,0,0,1,1,0,0,0,0,"20,000-29,999",0,0,1
934,1,NA,NA,NA,1---,1,38,0,1,0,1,male,0,Class 10,0,0,1,0,0,1,0,0,0,1,"2500-4,999",1,0,0
935,1,NA,NA,NA,1---,1,50,0,0,1,1,male,0,No formal education,0,1,0,0,0,1,0,0,0,1,"5,000-9,999",0,1,0
936,1,NA,NA,NA,1---,0,21,1,0,0,0,male,0,Class 12,1,0,0,1,0,1,0,0,0,0,"40,000-49,999",0,0,1
937,1,NA,NA,NA,1---,0,70,0,0,1,1,male,0,No formal education,0,1,0,0,0,1,0,0,0,0,"2500-4,999",1,0,0
938,1,NA,NA,NA,1---,0,42,0,1,0,1,male,0,No formal education,0,1,0,0,0,1,0,0,0,1,"5,000-9,999",0,1,0
939,2,NA,NA,NA,2---,0,58,0,0,1,1,male,0,Class 8,0,0,1,0,0,1,0,0,0,1,"5,000-9,999",0,1,0
940,1,NA,NA,NA,1---,1,37,0,1,0,1,male,0,Class 10,0,0,1,0,0,1,0,0,0,1,"2500-4,999",1,0,0
941,1,NA,NA,NA,1---,1,37,0,1,0,1,male,0,Class 12,1,0,0,1,0,1,0,0,0,0,"2500-4,999",1,0,0
942,1,NA,NA,NA,1---,0,30,0,1,0,0,female,1,No formal education,0,1,0,0,0,1,0,0,0,0,"2500-4,999",1,0,0
943,2,NA,NA,NA,2---,1,30,0,1,0,0,male,0,Post-graduation (MA/MS etc.),1,0,0,0,1,1,0,0,0,0,"2500-4,999",1,0,0
944,1,NA,NA,NA,1---,0,40,0,1,0,1,female,1,No formal education,0,1,0,0,0,1,0,0,0,0,"15,000-19,999",0,0,1
945,1,NA,NA,NA,1---,1,40,0,1,0,1,female,1,No formal education,0,1,0,0,0,1,0,0,0,0,"2500-4,999",1,0,0
946,3,NA,NA,NA,3---,0,19,1,0,0,0,male,0,Class 12,1,0,0,1,0,1,0,0,0,0,"2500-4,999",1,0,0
947,1,NA,NA,NA,1---,1,62,0,0,1,1,female,1,No formal education,0,1,0,0,0,1,0,0,0,0,"2500-4,999",1,0,0
948,4,NA,NA,NA,4---,0,41,0,1,0,1,female,1,No formal education,0,1,0,0,0,1,0,0,0,0,"2500-4,999",1,0,0
949,1,NA,NA,NA,1---,0,24,1,0,0,0,male,0,Class 9,0,0,1,0,0,1,0,0,0,1,"2500-4,999",1,0,0
950,1,NA,NA,NA,1---,1,42,0,1,0,1,male,0,No formal education,0,1,0,0,0,1,0,0,0,1,"2500-4,999",1,0,0
951,1,NA,NA,NA,1---,1,29,0,1,0,0,female,1,No formal education,0,1,0,0,0,1,0,0,0,0,"2500-4,999",1,0,0
952,1,NA,NA,NA,1---,0,77,0,0,1,1,female,1,No formal education,0,1,0,0,0,1,0,0,0,0,"10,000-14,999",0,1,0
953,1,NA,NA,NA,1---,0,25,1,0,0,0,male,0,Graduation (BA/BS etc.),1,0,0,0,1,1,0,0,0,0,"2500-4,999",1,0,0
954,1,NA,NA,NA,1---,1,34,0,1,0,0,female,1,No formal education,0,1,0,0,0,1,0,0,0,0,"20,000-29,999",0,0,1
955,1,NA,NA,NA,1---,0,50,0,0,1,1,female,1,No formal education,0,1,0,0,0,1,0,0,0,0,"10,000-14,999",0,1,0
956,1,NA,NA,NA,1---,0,45,0,1,0,1,male,0,No formal education,0,1,0,0,0,1,0,0,0,1,"10,000-14,999",0,1,0
957,1,NA,NA,NA,1---,1,28,0,1,0,0,male,0,Class 9,0,0,1,0,0,1,0,0,0,1,"2500-4,999",1,0,0
958,1,NA,NA,NA,1---,0,52,0,0,1,1,male,0,No formal education,0,1,0,0,0,1,0,0,0,0,"2500-4,999",1,0,0
959,4,NA,NA,NA,4---,0,19,1,0,0,0,male,0,Graduation (BA/BS etc.),1,0,0,0,1,1,0,0,0,0,"10,000-14,999",0,1,0
960,1,NA,NA,NA,1---,0,60,0,0,1,1,male,0,Class 4,0,0,0,0,0,1,0,0,0,0,"2500-4,999",1,0,0
961,1,NA,NA,NA,1---,0,40,0,1,0,1,male,0,No formal education,0,1,0,0,0,1,0,0,0,1,"2500-4,999",1,0,0
962,1,NA,NA,NA,1---,0,20,1,0,0,0,female,1,Graduation (BA/BS etc.),1,0,0,0,1,1,0,0,0,0,"20,000-29,999",0,0,1
963,1,NA,NA,NA,1---,0,57,0,0,1,1,female,1,Class 4,0,0,0,0,0,1,0,0,0,0,"2500-4,999",1,0,0
964,1,NA,NA,NA,1---,1,30,0,1,0,0,female,1,Class 8,0,0,1,0,0,1,0,0,0,0,"2500-4,999",1,0,0
965,1,NA,NA,NA,1---,0,54,0,0,1,1,female,1,No formal education,0,1,0,0,0,1,0,0,0,0,"2500-4,999",1,0,0
966,1,NA,NA,NA,1---,1,25,1,0,0,0,female,1,Class 10,0,0,1,0,0,1,0,0,0,0,"5,000-9,999",0,1,0
967,2,NA,NA,NA,2---,0,24,1,0,0,0,male,0,Class 12,1,0,0,1,0,1,0,0,0,0,"20,000-29,999",0,0,1
968,2,NA,NA,NA,2---,0,33,0,1,0,0,male,0,Class 12,1,0,0,1,0,1,0,0,0,1,"5,000-9,999",0,1,0
969,2,NA,NA,NA,2---,1,32,0,1,0,0,female,1,No formal education,0,1,0,0,0,1,0,0,0,0,"5,000-9,999",0,1,0
970,1,NA,NA,NA,1---,1,45,0,1,0,1,female,1,No formal education,0,1,0,0,0,1,0,0,0,0,"15,000-19,999",0,0,1
971,1,NA,NA,NA,1---,1,41,0,1,0,1,male,0,Class 8,0,0,1,0,0,1,0,0,0,1,"2500-4,999",1,0,0
972,2,NA,NA,NA,2---,0,23,1,0,0,0,female,1,Graduation (BA/BS etc.),1,0,0,0,1,1,0,0,0,0,"2500-4,999",1,0,0
973,4,NA,NA,NA,4---,0,25,1,0,0,0,male,0,Class 8,0,0,1,0,0,1,0,0,0,1,"2500-4,999",1,0,0
974,3,NA,NA,NA,3---,1,25,1,0,0,0,female,1,Class 10,0,0,1,0,0,1,0,0,0,0,"2500-4,999",1,0,0
975,1,NA,NA,NA,1---,1,92,0,0,1,1,female,1,No formal education,0,1,0,0,0,1,0,0,0,0,"0-2,499",1,0,0
976,3,NA,NA,NA,3---,1,47,0,1,0,1,male,0,Class 8,0,0,1,0,0,1,0,0,0,1,"2500-4,999",1,0,0
977,2,NA,NA,NA,2---,1,62,0,0,1,1,male,0,Class 12,1,0,0,1,0,1,0,0,0,1,"2500-4,999",1,0,0
978,1,NA,NA,NA,1---,1,52,0,0,1,1,female,1,No formal education,0,1,0,0,0,1,0,0,0,0,"2500-4,999",1,0,0
979,1,NA,NA,NA,1---,0,24,1,0,0,0,male,0,Post-graduation (MA/MS etc.),1,0,0,0,1,1,0,0,0,0,"20,000-29,999",0,0,1
980,1,NA,NA,NA,1---,1,72,0,0,1,1,male,0,Class 10,0,0,1,0,0,1,0,0,0,NA,"10,000-14,999",0,1,0
981,1,NA,NA,NA,1---,0,33,0,1,0,0,male,0,Post-graduation (MA/MS etc.),1,0,0,0,1,1,0,0,0,1,"5,000-9,999",0,1,0
982,1,NA,NA,NA,1---,1,40,0,1,0,1,female,1,No formal education,0,1,0,0,0,1,0,0,0,0,"2500-4,999",1,0,0
983,1,NA,NA,NA,1---,0,30,0,1,0,0,female,1,Class 10,0,0,1,0,0,1,0,0,0,0,"5,000-9,999",0,1,0
984,1,NA,NA,NA,1---,1,68,0,0,1,1,male,0,No formal education,0,1,0,0,0,1,0,0,0,1,"50,000-59,999",0,0,1
985,2,NA,NA,NA,2---,1,20,1,0,0,0,female,1,Class 10,0,0,1,0,0,1,0,0,0,0,"20,000-29,999",0,0,1
986,2,NA,NA,NA,2---,0,50,0,0,1,1,female,1,Class 7,0,0,1,0,0,1,0,0,0,0,"2500-4,999",1,0,0
987,1,NA,NA,NA,1---,1,46,0,1,0,1,female,1,Class 12,1,0,0,1,0,0,0,1,0,0,"30,000-39,999",0,0,1
988,2,NA,NA,NA,2---,1,25,1,0,0,0,female,1,Class 12,1,0,0,1,0,1,0,0,0,0,"5,000-9,999",0,1,0
989,1,NA,NA,NA,1---,0,28,0,1,0,0,female,1,Class 10,0,0,1,0,0,1,0,0,0,0,"5,000-9,999",0,1,0
990,1,NA,NA,NA,1---,1,28,0,1,0,0,male,0,Post-graduation (MA/MS etc.),1,0,0,0,1,1,0,0,0,0,"20,000-29,999",0,0,1
991,1,NA,NA,NA,1---,1,36,0,1,0,1,female,1,No formal education,0,1,0,0,0,1,0,0,0,0,"2500-4,999",1,0,0
992,1,NA,NA,NA,1---,1,28,0,1,0,0,male,0,Class 10,0,0,1,0,0,1,0,0,0,0,"5,000-9,999",0,1,0
993,2,NA,NA,NA,2---,1,30,0,1,0,0,female,1,Class 12,1,0,0,1,0,1,0,0,0,0,"5,000-9,999",0,1,0
994,1,NA,NA,NA,1---,0,22,1,0,0,0,female,1,Class 9,0,0,1,0,0,1,0,0,0,0,"0-2,499",1,0,0
995,1,NA,NA,NA,1---,1,55,0,0,1,1,male,0,Class 10,0,0,1,0,0,1,0,0,0,1,"10,000-14,999",0,1,0
996,1,NA,NA,NA,1---,0,32,0,1,0,0,male,0,Post-graduation (MA/MS etc.),1,0,0,0,1,1,0,0,0,0,"40,000-49,999",0,0,1
997,2,NA,NA,NA,2---,1,43,0,1,0,1,male,0,Graduation (BA/BS etc.),1,0,0,0,1,1,0,0,0,1,"30,000-39,999",0,0,1
998,1,NA,NA,NA,1---,0,45,0,1,0,1,female,1,No formal education,0,1,0,0,0,1,0,0,0,0,"2500-4,999",1,0,0
999,2,NA,NA,NA,2---,0,69,0,0,1,1,female,1,No formal education,0,1,0,0,0,1,0,0,0,0,"20,000-29,999",0,0,1
1000,1,NA,NA,NA,1---,0,24,1,0,0,0,male,0,Class 10,0,0,1,0,0,1,0,0,0,0,"5,000-9,999",0,1,0
1001,1,NA,NA,NA,1---,1,35,0,1,0,0,female,1,Class 9,0,0,1,0,0,1,0,0,0,0,"2500-4,999",1,0,0
1002,1,NA,NA,NA,1---,0,60,0,0,1,1,male,0,No formal education,0,1,0,0,0,1,0,0,0,1,"10,000-14,999",0,1,0
1003,1,NA,NA,NA,1---,1,32,0,1,0,0,male,0,No formal education,0,1,0,0,0,1,0,0,0,1,"5,000-9,999",0,1,0
1004,1,NA,NA,NA,1---,0,42,0,1,0,1,female,1,No formal education,0,1,0,0,0,1,0,0,0,0,"15,000-19,999",0,0,1
1005,1,NA,NA,NA,1---,0,63,0,0,1,1,male,0,Class 10,0,0,1,0,0,0,0,1,0,1,"15,000-19,999",0,0,1
1006,1,NA,NA,NA,1---,1,48,0,1,0,1,female,1,No formal education,0,1,0,0,0,1,0,0,0,0,"20,000-29,999",0,0,1
1007,1,NA,NA,NA,1---,1,21,1,0,0,0,female,1,Class 10,0,0,1,0,0,1,0,0,0,0,"2500-4,999",1,0,0
1008,1,NA,NA,NA,1---,1,30,0,1,0,0,female,1,Class 9,0,0,1,0,0,1,0,0,0,0,"10,000-14,999",0,1,0
1009,4,NA,NA,NA,4---,0,55,0,0,1,1,female,1,No formal education,0,1,0,0,0,0,0,1,0,0,"15,000-19,999",0,0,1
1010,1,NA,NA,NA,1---,1,33,0,1,0,0,male,0,Class 12,1,0,0,1,0,1,0,0,0,1,"10,000-14,999",0,1,0
1011,1,NA,NA,NA,1---,0,29,0,1,0,0,female,1,Class 8,0,0,1,0,0,1,0,0,0,0,"15,000-19,999",0,0,1
1012,1,NA,NA,NA,1---,1,26,1,0,0,0,female,1,Post-graduation (MA/MS etc.),1,0,0,0,1,1,0,0,0,0,"20,000-29,999",0,0,1
1013,1,NA,NA,NA,1---,0,28,0,1,0,0,female,1,Graduation (BA/BS etc.),1,0,0,0,1,1,0,0,0,0,"30,000-39,999",0,0,1
1014,1,NA,NA,NA,1---,0,38,0,1,0,1,male,0,Class 8,0,0,1,0,0,1,0,0,0,1,"2500-4,999",1,0,0
1015,3,NA,NA,NA,3---,0,39,0,1,0,1,female,1,Post-graduation (MA/MS etc.),1,0,0,0,1,1,0,0,0,0,"30,000-39,999",0,0,1
1016,1,NA,NA,NA,1---,0,45,0,1,0,1,female,1,No formal education,0,1,0,0,0,1,0,0,0,0,"5,000-9,999",0,1,0
1017,1,NA,NA,NA,1---,0,67,0,0,1,1,male,0,Class 3,0,0,0,0,0,1,0,0,0,0,"2500-4,999",1,0,0
1018,1,NA,NA,NA,1---,1,30,0,1,0,0,female,1,Class 8,0,0,1,0,0,1,0,0,0,0,"2500-4,999",1,0,0
1019,1,NA,NA,NA,1---,1,55,0,0,1,1,female,1,No formal education,0,1,0,0,0,1,0,0,0,0,"2500-4,999",1,0,0
1020,1,NA,NA,NA,1---,1,60,0,0,1,1,female,1,No formal education,0,1,0,0,0,1,0,0,0,0,"2500-4,999",1,0,0
1021,3,NA,NA,NA,3---,0,74,0,0,1,1,male,0,No formal education,0,1,0,0,0,1,0,0,0,0,"5,000-9,999",0,1,0
1022,1,NA,NA,NA,1---,0,34,0,1,0,0,female,1,No formal education,0,1,0,0,0,1,0,0,0,0,"5,000-9,999",0,1,0
1023,1,NA,NA,NA,1---,0,42,0,1,0,1,male,0,Graduation (BA/BS etc.),1,0,0,0,1,1,0,0,0,1,"30,000-39,999",0,0,1
1024,2,NA,NA,NA,2---,0,36,0,1,0,1,female,1,No formal education,0,1,0,0,0,1,0,0,0,1,"2500-4,999",1,0,0
1025,1,NA,NA,NA,1---,0,23,1,0,0,0,male,0,Class 11,0,0,1,0,0,1,0,0,0,0,"10,000-14,999",0,1,0
1026,1,NA,NA,NA,1---,0,72,0,0,1,1,male,0,Class 10,0,0,1,0,0,1,0,0,0,1,"10,000-14,999",0,1,0
