unit,fair,generous,honest,powerful,friendly,culture,resolved,organized,intelligent,ranking,treat,condition
1,2,1,NA,NA,3,NA,NA,NA,4,21--3---4,1,Individuals
2,NA,NA,NA,NA,NA,1,NA,2,NA,-----1-2-,1,Individuals
3,1,3,2,NA,NA,NA,NA,NA,NA,132------,2,Countries
4,2,NA,1,4,NA,NA,NA,3,NA,2-14---3-,2,Countries
5,1,2,5,NA,4,NA,NA,3,NA,125-4--3-,1,Individuals
6,4,2,7,5,3,NA,6,1,8,42753-618,1,Individuals
7,1,4,3,NA,NA,NA,NA,5,2,143----52,1,Individuals
8,NA,NA,NA,1,NA,NA,2,4,3,---1--243,1,Individuals
9,3,NA,NA,NA,NA,NA,NA,2,1,3------21,1,Individuals
10,NA,NA,NA,NA,3,4,5,1,2,----34512,1,Individuals
11,NA,NA,NA,NA,NA,NA,1,3,2,------132,1,Individuals
12,3,1,4,NA,NA,NA,2,NA,NA,314---2--,1,Individuals
13,3,NA,4,NA,1,NA,NA,NA,2,3-4-1---2,2,Countries
14,2,NA,4,NA,NA,NA,1,NA,3,2-4---1-3,1,Individuals
15,1,NA,NA,NA,2,NA,NA,NA,NA,1---2----,1,Individuals
16,NA,NA,1,NA,NA,NA,NA,2,NA,--1----2-,1,Individuals
17,4,NA,1,NA,2,NA,NA,3,NA,4-1-2--3-,1,Individuals
18,2,NA,3,NA,NA,4,1,NA,NA,2-3--41--,2,Countries
19,3,4,2,NA,NA,NA,NA,NA,1,342-----1,1,Individuals
20,NA,2,1,NA,NA,NA,NA,NA,NA,-21------,1,Individuals
21,4,NA,1,NA,NA,NA,3,NA,2,4-1---3-2,1,Individuals
22,NA,NA,2,4,NA,NA,1,3,NA,--24--13-,2,Countries
23,2,NA,NA,NA,1,NA,NA,NA,NA,2---1----,1,Individuals
24,4,NA,3,NA,1,NA,NA,2,NA,4-3-1--2-,2,Countries
25,2,NA,1,NA,NA,NA,NA,NA,NA,2-1------,1,Individuals
26,2,NA,1,NA,3,NA,NA,NA,NA,2-1-3----,2,Countries
27,NA,NA,1,NA,2,NA,3,NA,NA,--1-2-3--,2,Countries
28,NA,NA,NA,3,NA,NA,4,2,1,---3--421,1,Individuals
29,NA,NA,1,NA,3,NA,NA,2,NA,--1-3--2-,1,Individuals
30,3,1,9,5,2,7,6,8,4,319527684,1,Individuals
31,2,5,1,NA,3,NA,NA,NA,4,251-3---4,1,Individuals
32,2,NA,NA,NA,NA,NA,1,NA,3,2-----1-3,2,Countries
33,2,NA,4,NA,NA,NA,1,NA,3,2-4---1-3,1,Individuals
34,4,NA,2,3,NA,NA,NA,NA,1,4-23----1,1,Individuals
35,2,NA,NA,NA,1,NA,NA,NA,NA,2---1----,1,Individuals
36,4,NA,2,1,NA,NA,3,NA,NA,4-21--3--,2,Countries
37,3,NA,4,1,NA,NA,2,NA,NA,3-41--2--,1,Individuals
38,NA,2,1,3,NA,NA,NA,NA,NA,-213-----,1,Individuals
39,NA,NA,NA,2,NA,NA,NA,1,NA,---2---1-,1,Individuals
40,NA,NA,1,2,3,NA,NA,NA,NA,--123----,2,Countries
41,NA,NA,NA,NA,2,1,3,NA,NA,----213--,2,Countries
42,6,NA,4,1,7,NA,2,3,5,6-417-235,2,Countries
43,4,NA,2,NA,NA,1,NA,3,NA,4-2--1-3-,1,Individuals
44,2,5,1,NA,4,NA,NA,NA,3,251-4---3,1,Individuals
45,5,NA,1,NA,4,2,NA,NA,3,5-1-42--3,2,Countries
46,2,NA,NA,NA,4,NA,5,1,3,2---4-513,1,Individuals
47,1,NA,3,NA,NA,2,NA,NA,NA,1-3--2---,2,Countries
48,1,NA,3,NA,4,NA,NA,NA,2,1-3-4---2,1,Individuals
49,1,NA,2,NA,NA,NA,NA,3,4,1-2----34,2,Countries
50,2,NA,1,NA,NA,NA,NA,3,NA,2-1----3-,1,Individuals
51,3,NA,2,NA,NA,NA,4,NA,1,3-2---4-1,1,Individuals
52,2,NA,NA,NA,1,NA,NA,NA,NA,2---1----,2,Countries
53,4,NA,NA,2,NA,1,NA,3,NA,4--2-1-3-,1,Individuals
54,1,NA,2,NA,NA,NA,NA,NA,NA,1-2------,2,Countries
55,2,NA,3,NA,1,NA,NA,4,NA,2-3-1--4-,2,Countries
56,2,NA,NA,NA,4,1,NA,NA,3,2---41--3,2,Countries
57,NA,NA,NA,NA,1,2,3,NA,NA,----123--,1,Individuals
58,1,NA,NA,2,NA,NA,3,NA,NA,1--2--3--,2,Countries
59,3,NA,4,NA,1,NA,NA,NA,2,3-4-1---2,1,Individuals
60,4,5,1,7,3,9,2,6,8,451739268,1,Individuals
61,2,8,1,4,6,NA,3,7,5,28146-375,1,Individuals
62,NA,NA,4,2,1,7,6,5,3,--4217653,2,Countries
63,3,NA,2,NA,NA,1,NA,4,NA,3-2--1-4-,2,Countries
64,NA,NA,3,2,4,NA,1,NA,NA,--324-1--,2,Countries
65,NA,NA,2,NA,NA,NA,NA,1,NA,--2----1-,2,Countries
66,NA,NA,NA,NA,2,NA,NA,1,NA,----2--1-,1,Individuals
67,1,NA,2,NA,NA,NA,NA,4,3,1-2----43,1,Individuals
68,2,NA,4,NA,3,NA,NA,1,NA,2-4-3--1-,2,Countries
69,4,1,2,3,NA,NA,NA,NA,5,4123----5,1,Individuals
70,4,2,NA,NA,NA,3,NA,1,NA,42---3-1-,1,Individuals
71,1,NA,NA,NA,2,NA,3,NA,NA,1---2-3--,1,Individuals
72,1,2,3,5,4,NA,NA,NA,NA,12354----,1,Individuals
73,3,NA,4,NA,2,1,NA,NA,NA,3-4-21---,2,Countries
74,1,5,2,NA,4,NA,NA,6,3,152-4--63,2,Countries
75,NA,3,4,2,1,NA,NA,NA,NA,-3421----,2,Countries
76,6,7,1,3,9,5,2,8,4,671395284,1,Individuals
77,3,NA,1,NA,NA,NA,2,NA,NA,3-1---2--,2,Countries
78,1,NA,2,NA,NA,3,NA,NA,NA,1-2--3---,1,Individuals
79,NA,2,NA,NA,NA,3,1,4,NA,-2---314-,1,Individuals
80,NA,NA,1,NA,NA,NA,NA,NA,2,--1-----2,1,Individuals
81,3,5,4,NA,2,1,NA,NA,NA,354-21---,2,Countries
82,1,NA,4,NA,6,NA,5,3,2,1-4-6-532,1,Individuals
83,6,4,1,2,5,3,NA,NA,NA,641253---,2,Countries
84,1,NA,NA,NA,2,3,NA,NA,NA,1---23---,2,Countries
85,NA,NA,1,NA,NA,2,4,5,3,--1--2453,1,Individuals
86,1,NA,2,NA,NA,NA,NA,3,NA,1-2----3-,1,Individuals
87,3,9,2,6,4,8,5,7,1,392648571,1,Individuals
88,5,NA,3,NA,4,NA,1,NA,2,5-3-4-1-2,2,Countries
89,2,NA,3,NA,4,NA,NA,5,1,2-3-4--51,1,Individuals
90,NA,NA,1,2,NA,NA,NA,NA,NA,--12-----,2,Countries
91,1,NA,2,NA,3,NA,NA,NA,NA,1-2-3----,2,Countries
92,4,NA,1,5,2,NA,3,NA,NA,4-152-3--,1,Individuals
93,4,8,6,2,7,5,1,9,3,486275193,1,Individuals
94,2,NA,1,NA,NA,3,NA,4,NA,2-1--3-4-,2,Countries
95,2,NA,4,3,NA,NA,5,NA,1,2-43--5-1,2,Countries
96,NA,NA,NA,1,NA,NA,2,NA,NA,---1--2--,1,Individuals
97,2,NA,4,NA,NA,NA,NA,3,1,2-4----31,2,Countries
98,2,NA,1,NA,NA,3,NA,NA,NA,2-1--3---,2,Countries
99,2,NA,1,NA,NA,NA,NA,NA,NA,2-1------,2,Countries
100,3,6,2,9,1,7,8,4,5,362917845,2,Countries
101,1,NA,3,4,NA,NA,5,NA,2,1-34--5-2,2,Countries
102,2,NA,4,NA,3,NA,NA,1,NA,2-4-3--1-,2,Countries
103,NA,NA,NA,2,NA,NA,NA,NA,1,---2----1,1,Individuals
104,3,NA,1,NA,4,NA,NA,2,NA,3-1-4--2-,2,Countries
105,5,NA,2,NA,3,NA,NA,1,4,5-2-3--14,2,Countries
106,2,NA,4,NA,1,NA,3,5,NA,2-4-1-35-,1,Individuals
107,NA,NA,3,NA,1,NA,2,NA,NA,--3-1-2--,1,Individuals
108,1,NA,3,4,NA,NA,NA,NA,2,1-34----2,2,Countries
109,3,NA,1,NA,NA,NA,2,NA,NA,3-1---2--,2,Countries
110,5,NA,3,NA,4,NA,NA,1,2,5-3-4--12,1,Individuals
111,3,2,1,NA,4,NA,6,5,NA,321-4-65-,1,Individuals
112,NA,4,NA,NA,2,NA,NA,3,1,-4--2--31,1,Individuals
113,2,4,1,NA,NA,NA,3,NA,NA,241---3--,1,Individuals
114,NA,NA,NA,1,2,NA,NA,NA,3,---12---3,2,Countries
115,2,3,1,NA,NA,NA,4,NA,NA,231---4--,2,Countries
116,1,NA,2,NA,NA,3,NA,NA,4,1-2--3--4,1,Individuals
117,1,NA,2,NA,NA,NA,NA,NA,NA,1-2------,2,Countries
118,2,5,1,NA,6,NA,4,7,3,251-6-473,1,Individuals
119,2,NA,5,4,1,NA,NA,NA,3,2-541---3,1,Individuals
120,1,NA,NA,NA,NA,NA,2,3,NA,1-----23-,2,Countries
121,3,NA,4,1,NA,2,NA,NA,NA,3-41-2---,2,Countries
122,1,NA,2,NA,3,NA,NA,NA,NA,1-2-3----,2,Countries
123,NA,NA,NA,2,4,NA,1,3,NA,---24-13-,2,Countries
124,2,NA,1,NA,NA,NA,NA,NA,NA,2-1------,1,Individuals
125,NA,NA,1,NA,NA,NA,2,NA,NA,--1---2--,2,Countries
126,NA,1,NA,NA,NA,2,NA,NA,3,-1---2--3,2,Countries
127,1,6,2,NA,5,NA,3,7,4,162-5-374,1,Individuals
128,NA,NA,NA,1,NA,NA,NA,NA,2,---1----2,2,Countries
129,2,9,1,4,3,8,5,7,6,291438576,2,Countries
130,3,NA,1,NA,2,NA,NA,NA,NA,3-1-2----,1,Individuals
131,1,NA,3,NA,NA,NA,NA,2,4,1-3----24,2,Countries
132,2,NA,1,NA,4,NA,NA,NA,3,2-1-4---3,1,Individuals
133,1,NA,2,NA,NA,NA,NA,3,NA,1-2----3-,2,Countries
134,1,NA,NA,NA,2,3,NA,NA,NA,1---23---,2,Countries
135,NA,NA,NA,2,NA,1,4,NA,3,---2-14-3,2,Countries
136,2,NA,4,NA,3,1,NA,NA,NA,2-4-31---,2,Countries
137,4,2,1,NA,3,NA,NA,NA,5,421-3---5,1,Individuals
138,5,NA,2,NA,4,NA,NA,3,1,5-2-4--31,1,Individuals
139,1,5,2,NA,3,NA,NA,6,4,152-3--64,2,Countries
140,NA,NA,2,1,3,NA,NA,NA,NA,--213----,2,Countries
141,2,NA,1,NA,6,NA,4,5,3,2-1-6-453,1,Individuals
142,1,NA,3,NA,2,NA,NA,NA,NA,1-3-2----,1,Individuals
143,2,NA,1,NA,3,4,NA,NA,NA,2-1-34---,1,Individuals
144,NA,NA,2,NA,NA,NA,NA,1,NA,--2----1-,1,Individuals
145,NA,NA,2,NA,1,NA,NA,NA,3,--2-1---3,2,Countries
146,NA,NA,3,NA,NA,NA,2,NA,1,--3---2-1,1,Individuals
147,4,NA,5,NA,1,NA,6,3,2,4-5-1-632,1,Individuals
148,4,NA,1,NA,2,6,NA,5,3,4-1-26-53,1,Individuals
149,1,NA,3,NA,2,NA,4,5,NA,1-3-2-45-,1,Individuals
150,NA,NA,1,NA,3,NA,2,NA,NA,--1-3-2--,1,Individuals
151,1,5,2,NA,3,NA,NA,6,4,152-3--64,2,Countries
152,NA,NA,1,NA,3,NA,4,NA,2,--1-3-4-2,1,Individuals
153,1,NA,NA,NA,2,NA,NA,NA,3,1---2---3,2,Countries
154,2,9,1,8,7,5,4,3,6,291875436,2,Countries
155,2,NA,1,NA,4,5,NA,NA,3,2-1-45--3,1,Individuals
156,NA,NA,4,NA,2,NA,NA,3,1,--4-2--31,2,Countries
157,2,3,1,8,4,7,9,6,5,231847965,1,Individuals
158,NA,NA,NA,NA,2,NA,NA,1,NA,----2--1-,2,Countries
159,2,NA,NA,1,4,NA,3,NA,NA,2--14-3--,1,Individuals
160,2,4,3,NA,1,NA,NA,NA,5,243-1---5,1,Individuals
161,1,NA,NA,NA,NA,NA,NA,3,2,1------32,1,Individuals
162,NA,NA,1,3,NA,NA,2,NA,NA,--13--2--,2,Countries
163,NA,NA,1,NA,NA,NA,2,NA,NA,--1---2--,1,Individuals
164,2,5,1,7,4,9,3,6,8,251749368,2,Countries
165,NA,NA,NA,NA,NA,NA,NA,1,2,-------12,1,Individuals
166,1,2,3,NA,NA,NA,NA,NA,NA,123------,1,Individuals
167,1,5,2,7,6,NA,NA,3,4,15276--34,2,Countries
168,3,NA,NA,1,NA,NA,NA,NA,2,3--1----2,1,Individuals
169,3,NA,1,NA,NA,NA,4,NA,2,3-1---4-2,1,Individuals
170,NA,5,1,6,4,NA,NA,3,2,-5164--32,1,Individuals
171,1,NA,2,NA,3,NA,NA,NA,NA,1-2-3----,2,Countries
172,3,1,NA,NA,NA,2,NA,NA,NA,31---2---,1,Individuals
173,1,NA,3,4,NA,NA,NA,NA,2,1-34----2,1,Individuals
174,2,6,4,9,7,5,8,1,3,264975813,2,Countries
175,3,NA,1,4,2,NA,NA,NA,NA,3-142----,2,Countries
176,2,NA,NA,NA,1,NA,3,NA,NA,2---1-3--,1,Individuals
177,3,NA,1,NA,4,NA,NA,NA,2,3-1-4---2,1,Individuals
178,4,7,1,5,8,9,2,6,3,471589263,2,Countries
179,2,NA,3,NA,NA,NA,NA,1,NA,2-3----1-,2,Countries
180,NA,NA,2,5,3,NA,4,NA,1,--253-4-1,2,Countries
181,2,NA,1,4,3,NA,NA,5,NA,2-143--5-,2,Countries
182,3,NA,1,NA,NA,NA,2,NA,NA,3-1---2--,2,Countries
183,NA,3,4,NA,2,NA,NA,NA,1,-34-2---1,1,Individuals
184,2,NA,NA,1,NA,4,NA,NA,3,2--1-4--3,1,Individuals
185,3,NA,1,NA,2,NA,NA,4,NA,3-1-2--4-,1,Individuals
186,NA,2,3,NA,NA,NA,NA,NA,1,-23-----1,1,Individuals
187,1,NA,2,NA,NA,NA,NA,NA,NA,1-2------,2,Countries
188,3,NA,2,1,NA,NA,NA,NA,NA,3-21-----,1,Individuals
189,NA,NA,2,NA,NA,NA,1,NA,NA,--2---1--,1,Individuals
190,1,NA,2,NA,NA,NA,NA,3,NA,1-2----3-,1,Individuals
191,1,NA,6,3,NA,7,2,4,5,1-63-7245,2,Countries
192,5,6,1,7,NA,2,NA,3,4,5617-2-34,2,Countries
193,NA,3,4,NA,NA,NA,NA,1,2,-34----12,1,Individuals
194,4,NA,5,NA,6,NA,2,3,1,4-5-6-231,1,Individuals
195,NA,NA,2,NA,1,NA,NA,3,NA,--2-1--3-,2,Countries
196,1,NA,NA,2,NA,NA,NA,NA,NA,1--2-----,2,Countries
197,NA,NA,3,NA,1,NA,2,NA,NA,--3-1-2--,1,Individuals
198,2,6,1,NA,5,NA,NA,4,3,261-5--43,2,Countries
199,NA,NA,NA,2,4,NA,3,1,NA,---24-31-,2,Countries
200,1,8,2,7,4,5,9,6,3,182745963,2,Countries
201,2,4,1,NA,NA,NA,NA,3,NA,241----3-,1,Individuals
202,5,NA,2,NA,3,NA,NA,4,1,5-2-3--41,1,Individuals
203,4,NA,3,1,NA,NA,NA,2,NA,4-31---2-,1,Individuals
204,2,3,NA,4,1,NA,NA,NA,NA,23-41----,2,Countries
205,NA,NA,NA,1,NA,2,NA,NA,NA,---1-2---,2,Countries
206,NA,2,1,NA,NA,NA,NA,NA,NA,-21------,1,Individuals
207,NA,NA,2,NA,NA,NA,1,NA,NA,--2---1--,2,Countries
208,NA,NA,1,NA,NA,NA,NA,3,2,--1----32,2,Countries
209,1,NA,3,NA,NA,2,NA,NA,NA,1-3--2---,1,Individuals
210,NA,NA,NA,1,NA,NA,2,NA,NA,---1--2--,2,Countries
211,1,NA,2,NA,4,NA,6,5,3,1-2-4-653,2,Countries
212,1,NA,2,5,NA,NA,3,NA,4,1-25--3-4,2,Countries
213,NA,2,NA,NA,NA,1,3,NA,NA,-2---13--,1,Individuals
214,NA,NA,NA,NA,1,NA,2,NA,NA,----1-2--,2,Countries
215,4,NA,NA,3,NA,NA,1,2,NA,4--3--12-,2,Countries
216,NA,NA,1,5,NA,2,4,3,NA,--15-243-,2,Countries
217,2,NA,NA,NA,NA,NA,NA,1,3,2------13,1,Individuals
218,2,NA,1,NA,NA,NA,NA,NA,NA,2-1------,1,Individuals
219,NA,NA,NA,2,NA,NA,3,1,4,---2--314,2,Countries
220,2,3,6,NA,1,NA,4,7,5,236-1-475,1,Individuals
221,1,NA,NA,NA,3,2,NA,NA,NA,1---32---,1,Individuals
222,2,NA,1,NA,5,NA,NA,4,3,2-1-5--43,1,Individuals
223,4,6,2,NA,3,NA,7,1,5,462-3-715,1,Individuals
224,4,NA,5,1,NA,NA,3,NA,2,4-51--3-2,1,Individuals
225,2,NA,1,NA,3,NA,NA,NA,NA,2-1-3----,1,Individuals
226,2,NA,3,NA,1,NA,NA,NA,NA,2-3-1----,2,Countries
227,2,NA,1,NA,3,NA,NA,NA,NA,2-1-3----,1,Individuals
228,1,NA,NA,NA,2,NA,NA,NA,3,1---2---3,2,Countries
229,2,5,3,NA,NA,NA,4,6,1,253---461,1,Individuals
230,NA,NA,1,NA,NA,NA,2,3,4,--1---234,2,Countries
231,2,NA,1,NA,NA,NA,3,NA,NA,2-1---3--,2,Countries
232,2,NA,1,NA,3,NA,NA,NA,NA,2-1-3----,1,Individuals
233,2,NA,1,NA,3,NA,NA,NA,4,2-1-3---4,1,Individuals
234,3,2,7,8,9,1,6,4,5,327891645,1,Individuals
235,3,NA,4,2,NA,NA,NA,1,NA,3-42---1-,2,Countries
236,6,4,2,NA,5,3,NA,NA,1,642-53--1,1,Individuals
237,NA,5,1,NA,6,3,NA,4,2,-51-63-42,2,Countries
238,2,NA,1,NA,NA,NA,NA,NA,3,2-1-----3,1,Individuals
239,2,NA,1,NA,NA,NA,NA,NA,NA,2-1------,1,Individuals
240,2,NA,1,NA,NA,NA,NA,4,3,2-1----43,1,Individuals
241,NA,NA,1,NA,2,NA,NA,NA,NA,--1-2----,2,Countries
242,NA,NA,4,1,NA,NA,2,NA,3,--41--2-3,1,Individuals
243,3,NA,2,NA,1,NA,NA,NA,NA,3-2-1----,2,Countries
244,NA,NA,5,3,NA,NA,4,1,2,--53--412,1,Individuals
245,1,NA,4,NA,NA,NA,3,2,NA,1-4---32-,2,Countries
246,4,5,2,NA,NA,NA,3,NA,1,452---3-1,1,Individuals
247,2,NA,1,NA,3,NA,NA,NA,NA,2-1-3----,1,Individuals
248,4,NA,1,NA,NA,NA,3,5,2,4-1---352,1,Individuals
249,1,NA,3,NA,5,NA,NA,4,2,1-3-5--42,2,Countries
250,2,NA,1,NA,NA,3,NA,NA,NA,2-1--3---,1,Individuals
251,1,5,4,NA,NA,NA,NA,2,3,154----23,1,Individuals
252,NA,NA,NA,1,2,NA,NA,NA,NA,---12----,2,Countries
253,1,NA,3,7,2,NA,5,6,4,1-372-564,1,Individuals
254,4,NA,2,3,NA,NA,5,1,6,4-23--516,1,Individuals
255,2,NA,NA,NA,1,NA,NA,NA,NA,2---1----,1,Individuals
256,NA,NA,NA,1,NA,NA,NA,2,NA,---1---2-,2,Countries
257,2,NA,1,NA,3,NA,4,NA,NA,2-1-3-4--,1,Individuals
258,NA,NA,1,NA,NA,NA,2,4,3,--1---243,1,Individuals
259,1,NA,2,NA,NA,NA,NA,NA,3,1-2-----3,2,Countries
260,8,4,2,1,9,6,7,5,3,842196753,2,Countries
261,3,9,5,4,8,7,2,6,1,395487261,1,Individuals
262,2,3,4,NA,5,1,NA,NA,6,234-51--6,2,Countries
263,4,NA,5,NA,2,NA,1,NA,3,4-5-2-1-3,2,Countries
264,3,NA,1,NA,NA,NA,2,NA,NA,3-1---2--,1,Individuals
265,NA,5,1,NA,4,NA,2,3,NA,-51-4-23-,1,Individuals
266,4,NA,1,5,NA,NA,2,3,NA,4-15--23-,2,Countries
267,2,NA,NA,NA,NA,NA,NA,1,NA,2------1-,2,Countries
268,NA,NA,NA,NA,1,NA,2,NA,NA,----1-2--,1,Individuals
269,NA,2,NA,NA,1,NA,3,NA,NA,-2--1-3--,1,Individuals
270,2,NA,1,NA,NA,NA,NA,3,NA,2-1----3-,2,Countries
271,2,NA,1,NA,NA,NA,NA,NA,NA,2-1------,2,Countries
272,3,4,2,NA,NA,NA,NA,1,NA,342----1-,1,Individuals
273,4,NA,1,NA,NA,NA,3,5,2,4-1---352,2,Countries
274,2,NA,1,3,NA,NA,NA,NA,NA,2-13-----,1,Individuals
275,3,2,4,NA,NA,1,NA,5,NA,324--1-5-,2,Countries
276,2,9,1,5,7,8,6,4,3,291578643,1,Individuals
277,5,NA,1,4,3,NA,NA,NA,2,5-143---2,2,Countries
278,NA,NA,3,NA,NA,NA,NA,1,2,--3----12,1,Individuals
279,NA,NA,NA,1,2,NA,NA,3,NA,---12--3-,1,Individuals
280,4,NA,2,NA,NA,NA,1,3,NA,4-2---13-,1,Individuals
281,NA,NA,2,NA,NA,NA,1,3,NA,--2---13-,2,Countries
282,NA,NA,NA,NA,NA,NA,NA,2,1,-------21,1,Individuals
283,3,NA,4,NA,6,NA,2,5,1,3-4-6-251,1,Individuals
284,4,7,2,8,1,9,5,6,3,472819563,1,Individuals
285,7,1,5,2,9,8,6,4,3,715298643,1,Individuals
286,4,NA,5,NA,3,NA,1,2,NA,4-5-3-12-,2,Countries
287,1,NA,3,NA,2,NA,NA,NA,NA,1-3-2----,2,Countries
288,1,NA,2,4,3,NA,NA,NA,NA,1-243----,2,Countries
289,4,NA,1,2,5,NA,NA,NA,3,4-125---3,2,Countries
290,NA,NA,2,1,NA,NA,3,NA,NA,--21--3--,1,Individuals
291,NA,NA,NA,2,NA,NA,1,NA,NA,---2--1--,2,Countries
292,7,9,2,3,6,5,4,8,1,792365481,2,Countries
293,1,NA,2,NA,4,5,NA,3,6,1-2-45-36,2,Countries
294,3,NA,4,2,1,NA,NA,NA,NA,3-421----,2,Countries
295,1,7,2,9,6,8,5,4,3,172968543,1,Individuals
296,1,NA,NA,NA,NA,4,NA,2,3,1----4-23,1,Individuals
297,NA,NA,NA,3,NA,NA,2,NA,1,---3--2-1,1,Individuals
298,4,5,1,NA,3,NA,NA,NA,2,451-3---2,1,Individuals
299,4,2,5,1,3,NA,6,NA,NA,42513-6--,1,Individuals
300,1,NA,NA,2,NA,NA,NA,NA,NA,1--2-----,2,Countries
301,7,8,1,2,6,9,5,4,3,781269543,2,Countries
302,1,NA,4,NA,NA,NA,3,5,2,1-4---352,2,Countries
303,3,NA,1,NA,NA,NA,NA,2,NA,3-1----2-,1,Individuals
304,3,NA,NA,NA,1,NA,2,NA,NA,3---1-2--,2,Countries
305,1,NA,2,NA,4,NA,5,3,NA,1-2-4-53-,1,Individuals
306,1,NA,NA,NA,NA,NA,NA,2,NA,1------2-,1,Individuals
307,NA,NA,NA,NA,NA,1,2,NA,NA,-----12--,1,Individuals
308,1,NA,2,5,4,7,NA,3,6,1-2547-36,2,Countries
309,1,NA,2,NA,3,NA,4,NA,NA,1-2-3-4--,1,Individuals
310,NA,NA,NA,NA,1,NA,NA,NA,2,----1---2,2,Countries
311,1,NA,NA,2,NA,NA,3,NA,NA,1--2--3--,2,Countries
312,3,NA,2,NA,4,NA,5,NA,1,3-2-4-5-1,1,Individuals
